id,title,type,description,release_year,age_certification,runtime,genres,contains_US,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts56670,Hot Girls Wanted: Turned On,SHOW,"Porn has gone mainstream; the question is, can we handle it? This exploration of the intersection of sex and technology is told through the stories of the people whose lives are defined by the current explosion of internet porn-whether they're creating it, consuming it, or both.",2017,TV-MA,47,['documentation'],US,['US'],1,tt6333104,6.6,2168,11.357,7.3
ts86682,7 Days Out,SHOW,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",2018,TV-PG,50,['documentation'],US,['US'],1,tt9315990,6.8,531,2.621,9
ts75286,Greenhouse Academy,SHOW,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",2017,TV-PG,23,['drama'],US,['US'],4,tt6076336,6.6,5967,21,8.1
tm245383,Te Ata,MOVIE,"The extraordinary life of Chickasaw Nation citizen Mary Thompson Fisher is given a heartfelt tribute in this moving look at a culture in transition, and the way one woman used her voice to keep Native traditions and stories alive. Raised in Indian Territory, Fisher left home to pursue her dream of becoming an actress, only to find that her true calling was at home all along. From Chautauquas to Broadway and even the White House, Fisher traveled the world performing Native American songs and stories for heads of state, American presidents, and European royalty. Featuring Chickasaw citizens both in front of and be-hind the camera, this touching portrait starring Q’orianka Kilcher (“The New World”) and Graham Greene honors a woman whose own story was the most inspiring one she never told. -TCFF database",2017,PG,105,"['drama', 'history']",US,['US'],,tt5225360,7.4,736,6.381,7.2
tm349529,Cuba and the Cameraman,MOVIE,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,2017,,113,['documentation'],US,"['CU', 'US']",,tt7320560,8.3,4715,8.738,7.7
ts83906,Car Masters: Rust to Riches,SHOW,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",2018,TV-PG,39,['reality'],US,['US'],3,tt8893550,8.4,10024,8.898,7.8
tm244368,You Get Me,MOVIE,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",2017,,89,"['thriller', 'crime', 'drama', 'romance']",US,['US'],,tt5539054,4.7,12740,24.968,5.6
tm323195,Sarah Silverman: A Speck of Dust,MOVIE,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",2017,,71,"['comedy', 'documentation']",US,['US'],,tt6948354,6.9,3711,4.857,6.9
ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,How the characters from Lego Jurassic World: The Indominus Escape (2016) and Jurassic World (2015) got involved with the Park.,2018,TV-Y,22,"['scifi', 'animation', 'action', 'comedy', 'family']",US,['US'],1,tt9322614,6.2,244,5.651,7.3
tm322569,Hasan Minhaj: Homecoming King,MOVIE,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",2017,,72,"['comedy', 'documentation']",US,['US'],,tt6900940,8.2,7120,5.727,7.8
ts39016,Girlboss,SHOW,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",2017,TV-MA,27,['comedy'],US,['US'],1,tt5706996,7,17525,10.68,6.7
ts80519,Spy Kids: Mission Critical,SHOW,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. -- without the help of their super-spy parents.",2018,TV-Y7,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",US,['US'],3,tt6714408,5.2,372,11.907,8.6
ts79219,Flint Town,SHOW,"Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions.",2018,TV-MA,45,"['crime', 'action', 'documentation']",US,['US'],1,tt8004578,7.9,3633,2.712,7.6
tm427465,Quincy,MOVIE,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.",2018,,124,"['music', 'documentation']",US,['US'],,tt7440432,7.6,4488,7.629,7.4
tm445899,Struggle: The Life and Lost Art of Szukalski,MOVIE,"The remarkable life story of the pre-war Polish artist Stanislav Szukalski, documented by the American friends he made late in life.",2018,,104,"['documentation', 'european']",US,"['US', 'PL']",,tt9316022,7.9,4082,6.423,7.6
tm139564,The Outcasts,MOVIE,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",2017,PG-13,95,['comedy'],US,['US'],,tt2597760,5.4,4426,12.942,6.2
tm313487,Bending the Arc,MOVIE,"About the extraordinary doctors and activists—including Paul Farmer, Jim Yong Kim, and Ophelia Dahl—whose work 30 years ago to save lives in a rural Haitian village grew into a global battle in the halls of power for the right to health for all.",2017,,102,['documentation'],US,['US'],,tt6370266,8,314,4.813,8
ts90596,Polly Pocket,SHOW,"The series, based on the doll of the same name, will feature a young girl called Polly who has a magical locket that allows her and her friends to shrink down to a tiny size.",2018,,13,"['animation', 'comedy', 'family', 'fantasy']",US,"['CA', 'US', 'IE']",3,tt8673042,5.9,119,6.073,6.7
tm437608,Adam Sandler: 100% Fresh,MOVIE,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",2018,R,73,"['comedy', 'music']",US,['US'],,tt9036126,7.5,5096,10.176,7.3
tm336712,An Imperfect Murder,MOVIE,"Successful actress Vera Lockman thrashes during a nightmare in which she struggles with, shoots and kills her drug-dealer ex-boyfriend. Jolted awake, she reveals in her journal that the killing actually occurred the day before and that Sal, dead, lies in a trunk in her living room.",2017,R,71,"['crime', 'drama', 'thriller']",US,['US'],,tt6469960,3.1,1594,7.251,4.4
tm307950,Mike Birbiglia: Thank God for Jokes,MOVIE,"Mike Birbiglia declares that a joke should never end with ""I’m joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it's a show that asks, “How far should we go for the laugh?”",2017,,71,['comedy'],US,['US'],,tt6608034,7.4,2465,4.404,7.4
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet: Sky Ladder, a visionary, explosive event that he pulls off in his hometown in China after 20 years of failed attempts.",2017,,80,['documentation'],US,['US'],,tt5278930,7.3,1436,5.166,7
tm327540,Gnome Alone,MOVIE,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.",2017,PG,85,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']",US,"['US', 'CA', 'GB']",,tt5851786,5.6,3410,19.913,6.2
ts103638,Standup and Away! with Brian Regan,SHOW,Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018,TV-PG,25,['comedy'],US,['US'],1,tt9384194,5.7,390,1.872,7.7
tm293867,Neal Brennan: 3 Mics,MOVIE,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",2017,,65,"['comedy', 'documentation']",US,['US'],,tt6438918,7.8,3228,3.807,7.3
tm266685,Sandy Wexler,MOVIE,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",2017,,130,['comedy'],US,['US'],,tt5893332,5.2,16603,14.548,5.5
tm839847,WHAT DID JACK DO?,MOVIE,"In a locked down train station, a homicide detective conducts an interview with a tormented monkey  who is suspected of murder.",2017,,17,['comedy'],US,['US'],,,,,6.823,6.4
tm370392,The Week Of,MOVIE,The parents of a soon-to-be married couple make the final preparations for the wedding ceremony.,2018,PG-13,116,['comedy'],US,['US'],,tt6821012,5.2,21481,15.364,5.4
tm285298,Naked,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",US,['US'],,tt6048930,5.4,19366,24.805,5.7
tm404475,The Bleeding Edge,MOVIE,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",2018,,100,['documentation'],US,['US'],,tt8106576,7.6,2671,11.687,6.7
ts55348,QB1: Beyond the Lights,SHOW,"A 10-part docuseries following high-school quarterbacks, on and off the field, throughout their unforgettable senior seasons.",2017,TV-14,32,"['reality', 'documentation', 'sport']",US,['US'],3,tt5771332,7.7,895,3.441,7
tm448122,Taylor Swift: Reputation Stadium Tour,MOVIE,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",2018,PG-13,125,"['documentation', 'music']",US,['US'],,tt9426852,8.3,5293,11.864,8.2
tm440415,John Leguizamo's Latin History for Morons,MOVIE,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",2018,PG,89,"['comedy', 'documentation']",US,['US'],,tt9777830,7.4,738,5.255,7.4
ts82559,Amazing Interiors,SHOW,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",2018,TV-PG,26,['documentation'],US,"['US', 'GB']",1,tt8747342,6.6,797,3.17,6.4
tm233485,Charming,MOVIE,"Charming Cursed to be TOO charming, Prince Charming, the most famous prince the world has ever known, has found himself engaged to three iconic princesses (Snow White, Cinderella and Sleeping Beauty)… all at the same time! In order to break his curse and free his kingdom from its ravages, Prince Charming must embark on an epic quest and wind his way through a series of seemingly impossible tasks to learn which of these three (3) princesses is his true love. Determined to make things right, the Prince is accompanied on this madcap journey by a clever and cunning hooligan named Lenore (who becomes his teacher and confidant). Along the way, the Prince realizes that Lenore is both his best friend and his true love and that life’s journey is not defined by whom you run the gauntlet for, but rather whom you run it with.",2018,,90,"['fantasy', 'animation', 'comedy', 'family']",US,['US'],,tt4086018,5.6,3467,13.039,6.5
ts80313,Bobby Kennedy for President,SHOW,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",2018,TV-MA,61,"['documentation', 'drama']",US,['US'],1,tt8200004,8.1,1759,4.283,8.3
ts90994,Chip and Potato,SHOW,"Lovable pug Chip starts kindergarten, makes new friends and tries new things -- with a little help from Potato, her secret mouse pal.",2018,TV-Y,15,['animation'],US,['US'],3,tt9897038,6.4,155,12.51,9.8
tm326723,The Polka King,MOVIE,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,2017,,95,"['comedy', 'drama', 'music']",US,['US'],,tt5539052,5.9,10428,11.394,5.5
ts84346,Falsa identidad,SHOW,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']",US,"['US', 'MX']",2,tt8598690,7,351,172.609,7.5
tm238377,The Legacy of a Whitetail Deer Hunter,MOVIE,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,2018,,83,"['comedy', 'drama']",US,['US'],,tt4762824,5.5,3909,7.024,5
tm366820,Come Sunday,MOVIE,Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,2018,,106,['drama'],US,['US'],,tt1690967,6,2287,8.424,5.8
tm313988,The Death and Life of Marsha P. Johnson,MOVIE,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",2017,,105,['documentation'],US,['US'],,tt5233558,7.2,2881,7.371,7.3
